База данных обычного бетона — Normal Concrete ML Dataset;;;;;;;;;;;
Всего строк: 2412  |  Оба таргета (Slump+CS): 873  |  Только CS_28d: 1539  |  Источники: UCI Slump Test (Yeh,2007), Mendeley Guangxi (2022), UCI CS (Yeh,1998), Лист6;;;;;;;;;;;
Цемент (кг/м³);Шлак BFS (кг/м³);Зола-унос (кг/м³);Микрокремнезём (кг/м³);Вода (кг/м³);Суперпластификатор (кг/м³);ЩебеньКрупный заполнитель (кг/м³);Песок Мелкий заполнитель (кг/м³);Возраст (дней);Осадка конуса (мм)  ← ТАРГЕТ 1;Прочность CS_28d (МПа)  ← ТАРГЕТ 2;Источник
338,00;0,00;84,00;0,00;169,00;5,06;1 055,00;764,00;28;175;45,65;Mendeley_Guangxi2022
314,00;0,00;79,00;0,00;177,00;5,90;1 043,00;787,00;28;215;40,7;Mendeley_Guangxi2022
440,00;0,00;0,00;0,00;220,00;0,00;820,00;820,00;28;120;28,1;Mendeley_Guangxi2022
489,00;0,00;0,00;0,00;220,00;0,00;796,00;796,00;28;120;34,5;Mendeley_Guangxi2022
301,00;0,00;75,00;0,00;169,00;4,51;1 057,00;798,00;28;180;38,6;Mendeley_Guangxi2022
301,00;0,00;75,00;0,00;169,00;4,51;1 057,00;798,00;28;190;38,6;Mendeley_Guangxi2022
322,00;0,00;80,00;0,00;177,00;6,03;1 002,00;819,00;28;215;40;Mendeley_Guangxi2022
194,00;0,00;65,00;0,00;179,00;3,37;1 147,00;765,00;28;175;22,85;Mendeley_Guangxi2022
221,00;0,00;74,00;0,00;177,00;3,54;1 044,00;854,00;28;185;27,9;Mendeley_Guangxi2022
260,00;0,00;65,00;0,00;172,00;3,90;1 060,00;833,00;28;190;34,15;Mendeley_Guangxi2022
334,00;0,00;68,00;0,00;169,00;5,23;1 061,00;768,00;28;195;44,4;Mendeley_Guangxi2022
359,00;0,00;74,00;0,00;169,00;6,50;1 073,00;745,00;28;195;49,7;Mendeley_Guangxi2022
307,00;0,00;77,00;0,00;169,00;4,61;1 053,00;794,00;28;170;41,35;Mendeley_Guangxi2022
307,00;0,00;77,00;0,00;169,00;4,61;1 053,00;794,00;28;185;41,35;Mendeley_Guangxi2022
350,00;0,00;72,00;0,00;169,00;5,49;1 049,00;760,00;28;190;47,25;Mendeley_Guangxi2022
314,00;0,00;79,00;0,00;173,00;5,90;1 009,00;825,00;28;220;39,65;Mendeley_Guangxi2022
301,00;0,00;75,00;0,00;169,00;4,51;1 039,00;816,00;28;195;39,15;Mendeley_Guangxi2022
334,00;0,00;68,00;0,00;169,00;5,23;1 043,00;786,00;28;185;44,1;Mendeley_Guangxi2022
351,00;0,00;72,00;0,00;165,00;6,34;1 081,00;751,00;28;195;49,45;Mendeley_Guangxi2022
197,00;0,00;66,00;0,00;179,00;3,42;1 049,00;859,00;28;180;22,7;Mendeley_Guangxi2022
221,00;0,00;74,00;0,00;177,00;3,54;1 044,00;854,00;28;185;27,55;Mendeley_Guangxi2022
260,00;0,00;65,00;0,00;172,00;3,90;1 193,00;700,00;28;185;34,2;Mendeley_Guangxi2022
494,00;0,00;0,00;0,00;158,00;7,41;1 115,00;683,00;28;195;63;Mendeley_Guangxi2022
470,00;0,00;0,00;0,00;157,00;7,05;1 130,00;693,00;28;195;61,6;Mendeley_Guangxi2022
352,00;0,00;88,00;0,00;176,00;6,60;981,00;803,00;28;215;46,25;Mendeley_Guangxi2022
331,00;0,00;83,00;0,00;174,00;6,21;997,00;815,00;28;220;44,15;Mendeley_Guangxi2022
353,00;0,00;88,00;0,00;172,00;5,73;1 072,00;715,00;28;175;44,95;Mendeley_Guangxi2022
386,00;0,00;68,00;0,00;168,00;5,90;1 049,00;729,00;28;180;49,3;Mendeley_Guangxi2022
305,00;0,00;76,00;0,00;164,00;4,95;1 039,00;816,00;28;175;43,05;Mendeley_Guangxi2022
262,00;0,00;88,00;0,00;168,00;4,55;1 092,00;790,00;28;170;36,9;Mendeley_Guangxi2022
247,00;0,00;82,00;0,00;168,00;4,28;1 064,00;838,00;28;175;34,2;Mendeley_Guangxi2022
346,00;0,00;87,00;0,00;173,00;6,50;987,00;807,00;28;210;46,3;Mendeley_Guangxi2022
328,00;0,00;82,00;0,00;172,00;6,15;1 000,00;818,00;28;210;53,7;Mendeley_Guangxi2022
328,00;0,00;82,00;0,00;172,00;6,15;1 000,00;818,00;28;215;53,7;Mendeley_Guangxi2022
367,00;0,00;80,00;0,00;170,00;6,26;1 034,00;749,00;28;180;47,4;Mendeley_Guangxi2022
336,00;0,00;84,00;0,00;168,00;5,46;1 051,00;761,00;28;180;47,5;Mendeley_Guangxi2022
305,00;0,00;76,00;0,00;164,00;4,95;1 039,00;816,00;28;175;48,85;Mendeley_Guangxi2022
491,00;0,00;0,00;0,00;157,00;7,37;1 078,00;719,00;28;190;67,3;Mendeley_Guangxi2022
247,00;0,00;82,00;0,00;168,00;3,95;1 066,00;837,00;28;175;39,95;Mendeley_Guangxi2022
206,00;0,00;45,00;0,00;171,00;3,01;1 088,00;890,00;28;160;28,4;Mendeley_Guangxi2022
245,00;0,00;0,00;0,00;290,00;0,00;0,00;1 510,00;28;58;9,8;Mendeley_Guangxi2022
275,00;0,00;0,00;0,00;285,00;0,00;0,00;1 510,00;28;60;13,7;Mendeley_Guangxi2022
315,00;0,00;0,00;0,00;280,00;0,00;0,00;1 510,00;28;59;19,7;Mendeley_Guangxi2022
343,00;0,00;75,00;0,00;163,00;5,85;1 035,00;814,00;28;180;51,5;Mendeley_Guangxi2022
303,00;0,00;67,00;0,00;163,00;5,18;1 046,00;821,00;28;180;42,1;Mendeley_Guangxi2022
199,00;0,00;44,00;0,00;175,00;2,92;1 049,00;893,00;28;180;17,9;Mendeley_Guangxi2022
497,00;0,00;0,00;0,00;159,00;7,46;1 041,00;753,00;28;190;62,8;Mendeley_Guangxi2022
481,82;0,00;0,00;0,00;159,00;7,22;1 067,00;742,00;28;200;66,55;Mendeley_Guangxi2022
365,00;0,00;64,00;0,00;163,00;6,01;1 042,00;786,00;28;190;50;Mendeley_Guangxi2022
491,00;0,00;50,00;0,00;157,00;7,37;1 075,00;717,00;28;190;60,8;Mendeley_Guangxi2022
491,00;0,00;0,00;0,00;157,00;7,37;1 057,00;735,00;28;190;61;Mendeley_Guangxi2022
305,00;0,00;76,00;0,00;164,00;4,95;1 057,00;798,00;28;190;44,9;Mendeley_Guangxi2022
328,00;0,00;82,00;0,00;172,00;6,15;1 036,00;782,00;28;215;44,41666667;Mendeley_Guangxi2022
354,00;0,00;89,00;0,00;177,00;6,65;1 032,00;748,00;28;215;47,83333333;Mendeley_Guangxi2022
383,00;0,00;68,00;0,00;167,00;5,86;1 063,00;739,00;28;190;51,43333333;Mendeley_Guangxi2022
344,00;0,00;86,00;0,00;172,00;6,45;989,00;809,00;28;210;46,88333333;Mendeley_Guangxi2022
328,00;0,00;82,00;0,00;172,00;6,15;1 000,00;818,00;28;210;41,1;Mendeley_Guangxi2022
328,00;0,00;82,00;0,00;172,00;6,15;1 000,00;818,00;28;215;41,1;Mendeley_Guangxi2022
328,00;0,00;82,00;0,00;172,00;5,74;982,00;836,00;28;195;45,93333333;Mendeley_Guangxi2022
298,00;0,00;75,00;0,00;168,00;5,22;985,00;874,00;28;190;41,35;Mendeley_Guangxi2022
347,00;0,00;87,00;0,00;178,00;6,51;966,00;822,00;28;210;45,75;Mendeley_Guangxi2022
330,00;0,00;82,00;0,00;173,00;6,18;980,00;835,00;28;215;41,96666667;Mendeley_Guangxi2022
285,00;0,00;71,00;0,00;171,00;4,63;1 011,00;862,00;28;175;36,15;Mendeley_Guangxi2022
265,00;0,00;66,00;0,00;172,00;4,30;1 005,00;892,00;28;185;30,21666667;Mendeley_Guangxi2022
238,00;0,00;60,00;0,00;176,00;3,87;1 002,00;924,00;28;170;25,41666667;Mendeley_Guangxi2022
226,00;0,00;57,00;0,00;170,00;3,68;1 012,00;935,00;28;175;17,98333333;Mendeley_Guangxi2022
350,00;0,00;88,00;0,00;171,00;6,13;1 002,00;819,00;28;180;49,73333333;Mendeley_Guangxi2022
494,00;0,00;0,00;0,00;163,00;7,41;1 071,00;713,00;28;180;61;Mendeley_Guangxi2022
346,00;0,00;86,00;0,00;164,00;6,05;1 027,00;807,00;28;190;49,7;Mendeley_Guangxi2022
318,00;0,00;80,00;0,00;163,00;5,58;1 011,00;828,00;28;200;44,78333333;Mendeley_Guangxi2022
289,00;0,00;72,00;0,00;159,00;5,05;1 015,00;865,00;28;180;40,3;Mendeley_Guangxi2022
357,00;0,00;89,00;0,00;165,00;5,80;1 073,00;746,00;28;180;49,56666667;Mendeley_Guangxi2022
356,00;0,00;89,00;0,00;166,00;6,23;1 000,00;819,00;28;180;49,48333333;Mendeley_Guangxi2022
497,00;0,00;0,00;0,00;159,00;7,46;1 088,00;696,00;28;190;59,46666667;Mendeley_Guangxi2022
252,00;0,00;45,00;0,00;172,00;3,27;975,00;936,00;28;170;21,05;Mendeley_Guangxi2022
263,00;0,00;46,00;0,00;173,00;3,71;987,00;911,00;28;185;24,65;Mendeley_Guangxi2022
283,00;0,00;50,00;0,00;170,00;4,33;1 024,00;873,00;28;170;32,7;Mendeley_Guangxi2022
308,00;0,00;54,00;0,00;170,00;4,34;1 009,00;859,00;28;190;34,95;Mendeley_Guangxi2022
328,00;0,00;58,00;0,00;170,00;5,40;977,00;867,00;28;190;43,8;Mendeley_Guangxi2022
354,00;0,00;63,00;0,00;175,00;6,26;958,00;850,00;28;210;44,9;Mendeley_Guangxi2022
348,00;0,00;62,00;0,00;172,00;5,74;969,00;859,00;28;190;45,25;Mendeley_Guangxi2022
374,00;0,00;66,00;0,00;176,00;6,16;938,00;866,00;28;205;45,15;Mendeley_Guangxi2022
385,00;0,00;68,00;0,00;172,00;6,34;1 005,00;790,00;28;200;49,75;Mendeley_Guangxi2022
400,00;0,00;0,00;0,00;172,00;6,00;979,00;869,00;28;185;45,4;Mendeley_Guangxi2022
491,00;0,00;0,00;0,00;162,00;6,38;1 072,00;715,00;28;210;61,95;Mendeley_Guangxi2022
358,00;0,00;63,00;0,00;160,00;5,47;1 054,00;795,00;28;190;53,6;Mendeley_Guangxi2022
361,00;0,00;64,00;0,00;170,00;5,53;975,00;830,00;28;210;46,1;Mendeley_Guangxi2022
351,00;0,00;62,00;0,00;161,00;5,37;1 034,00;812,00;28;185;44,65;Mendeley_Guangxi2022
340,00;0,00;60,00;0,00;172,00;5,60;987,00;841,00;28;215;43,95;Mendeley_Guangxi2022
324,00;0,00;57,00;0,00;164,00;5,33;1 002,00;853,00;28;190;41,75;Mendeley_Guangxi2022
293,00;0,00;52,00;0,00;162,00;4,83;1 022,00;871,00;28;180;35,15;Mendeley_Guangxi2022
251,00;0,00;44,00;0,00;162,00;4,13;1 038,00;885,00;28;185;32,05;Mendeley_Guangxi2022
231,00;0,00;41,00;0,00;163,00;3,54;1 039,00;886,00;28;175;26,45;Mendeley_Guangxi2022
207,00;0,00;36,00;0,00;165,00;2,92;1 054,00;898,00;28;180;22,9;Mendeley_Guangxi2022
355,00;0,00;63,00;0,00;163,00;5,43;1 054,00;795,00;28;170;50,55;Mendeley_Guangxi2022
322,00;0,00;57,00;0,00;163,00;5,31;1 022,00;836,00;28;160;40,15;Mendeley_Guangxi2022
257,00;0,00;45,00;0,00;163,00;4,23;1 053,00;862,00;28;160;29,2;Mendeley_Guangxi2022
365,00;0,00;64,00;0,00;163,00;5,58;998,00;850,00;28;170;53,15;Mendeley_Guangxi2022
497,00;0,00;60,00;0,00;164,00;7,46;1 007,00;772,00;28;180;64,55;Mendeley_Guangxi2022
236,00;0,00;59,00;0,00;174,00;2,95;1 004,00;927,00;28;160;23,9;Mendeley_Guangxi2022
259,00;0,00;65,00;0,00;175,00;3,24;1 046,00;855,00;28;170;30,1;Mendeley_Guangxi2022
285,00;0,00;71,00;0,00;174,00;3,56;1 028,00;842,00;28;170;35,2;Mendeley_Guangxi2022
317,00;0,00;79,00;0,00;174,00;3,95;1 007,00;823,00;28;190;39,8;Mendeley_Guangxi2022
331,00;0,00;83,00;0,00;178,00;0,06;994,00;814,00;28;210;39,3;Mendeley_Guangxi2022
371,00;0,00;60,00;0,00;168,00;4,74;991,00;810,00;28;190;45,7;Mendeley_Guangxi2022
340,00;0,00;80,00;0,00;166,00;4,62;998,00;816,00;28;190;45,8;Mendeley_Guangxi2022
391,00;0,00;58,00;0,00;166,00;5,39;982,00;803,00;28;200;50,2;Mendeley_Guangxi2022
222,00;0,00;136,00;0,00;161,00;3,94;1 035,00;846,00;28;200;38,5;Mendeley_Guangxi2022
395,00;0,00;59,00;0,00;168,00;5,45;996,00;782,00;28;180;51,3;Mendeley_Guangxi2022
328,00;0,00;141,00;0,00;164,00;7,04;954,00;813,00;28;200;50,3;Mendeley_Guangxi2022
491,00;0,00;0,00;0,00;157,00;7,37;1 027,00;775,00;28;190;60,5;Mendeley_Guangxi2022
491,00;0,00;0,00;0,00;157,00;7,86;991,00;811,00;28;200;63,8;Mendeley_Guangxi2022
250,00;0,00;0,00;0,00;230,00;0,00;0,00;1 638,00;28;60;12,1;Mendeley_Guangxi2022
310,00;0,00;0,00;0,00;250,00;0,00;0,00;1 638,00;28;70;15,4;Mendeley_Guangxi2022
581,00;0,00;0,00;0,00;310,00;0,00;0,00;1 229,00;28;150;30,3;Mendeley_Guangxi2022
454,00;0,00;0,00;0,00;218,00;0,00;839,00;839,00;28;90;29,6;Mendeley_Guangxi2022
489,00;0,00;0,00;0,00;215,00;0,00;823,00;823,00;28;90;35,1;Mendeley_Guangxi2022
368,00;0,00;60,00;0,00;167,00;6,42;1 011,00;794,00;28;205;48,31;Mendeley_Guangxi2022
339,00;0,00;85,00;0,00;174,00;4,20;1 009,00;793,00;28;220;53;Mendeley_Guangxi2022
305,00;0,00;76,00;0,00;160,00;3,80;1 041,00;818,00;28;195;56,3;Mendeley_Guangxi2022
270,00;0,00;0,00;0,00;270,00;0,00;0,00;1 630,00;28;60;12,2;Mendeley_Guangxi2022
315,00;0,00;0,00;0,00;285,00;0,00;0,00;1 630,00;28;65;18,4;Mendeley_Guangxi2022
400,00;0,00;0,00;0,00;290,00;0,00;0,00;1 630,00;28;70;27,1;Mendeley_Guangxi2022
251,00;0,00;63,00;0,00;160,00;3,10;1 048,00;858,00;28;195;45,4;Mendeley_Guangxi2022
216,00;0,00;92,00;0,00;160,00;3,10;1 052,00;860,00;28;180;40,2;Mendeley_Guangxi2022
246,00;0,00;62,00;0,00;160,00;3,10;1 091,00;822,00;28;180;44,5;Mendeley_Guangxi2022
213,00;0,00;91,00;0,00;167,00;3,00;1 052,00;827,00;28;185;38,7;Mendeley_Guangxi2022
211,00;0,00;91,00;0,00;160,00;3,00;1 074,00;844,00;28;180;53,2;Mendeley_Guangxi2022
324,00;0,00;57,00;0,00;160,00;3,80;1 022,00;837,00;28;185;58,8;Mendeley_Guangxi2022
316,00;0,00;56,00;0,00;160,00;3,70;1 046,00;822,00;28;180;53,1;Mendeley_Guangxi2022
300,00;0,00;100,00;0,00;160,00;4,00;1 012,00;828,00;28;195;48,7;Mendeley_Guangxi2022
358,00;0,00;63,00;0,00;160,00;5,10;1 020,00;800,00;28;190;53,7;Mendeley_Guangxi2022
650,00;0,00;0,00;0,00;310,00;0,00;0,00;1 630,00;28;70;43,9;Mendeley_Guangxi2022
439,00;0,00;0,00;0,00;158,00;4,39;1 118,00;685,00;28;200;60,1;Mendeley_Guangxi2022
444,00;0,00;0,00;0,00;160,00;4,44;1 114,00;682,00;28;180;59;Mendeley_Guangxi2022
369,00;0,00;65,00;0,00;165,00;5,21;1 043,00;787,00;28;200;61,4;Mendeley_Guangxi2022
367,00;0,00;65,00;0,00;160,00;5,19;1 067,00;771,00;28;190;65,6;Mendeley_Guangxi2022
421,00;0,00;48,00;15,00;150,00;6,29;1 060,00;736,00;28;200;76,3;Mendeley_Guangxi2022
435,00;0,00;50,00;15,00;155,00;6,50;1 030,00;746,00;28;170;69,9;Mendeley_Guangxi2022
210,00;0,00;37,00;0,00;158,00;2,47;1 137,00;858,00;28;195;23,8;Mendeley_Guangxi2022
244,00;0,00;43,00;0,00;158,00;3,44;1 066,00;909,00;28;200;28,6;Mendeley_Guangxi2022
269,00;0,00;47,00;0,00;158,00;3,48;1 166,00;810,00;28;200;36,4;Mendeley_Guangxi2022
477,00;0,00;0,00;0,00;210,00;4,77;865,00;798,00;28;120;37,7;Mendeley_Guangxi2022
335,00;0,00;50,00;0,00;158,00;4,62;1 125,00;782,00;28;200;42;Mendeley_Guangxi2022
330,00;0,00;72,00;0,00;165,00;5,23;1 081,00;782,00;28;220;41,6;Mendeley_Guangxi2022
362,00;0,00;54,00;0,00;158,00;5,41;1 107,00;769,00;28;200;46,3;Mendeley_Guangxi2022
488,00;0,00;0,00;0,00;210,00;3,90;888,00;756,00;28;120;42,6;Mendeley_Guangxi2022
277,00;0,00;69,00;0,00;180,00;5,19;993,00;881,00;28;175;34,65;Mendeley_Guangxi2022
253,00;0,00;63,00;0,00;180,00;4,74;1 010,00;895,00;28;180;28,55;Mendeley_Guangxi2022
395,00;0,00;0,00;0,00;170,00;5,93;954,00;881,00;28;220;41,45;Mendeley_Guangxi2022
257,00;0,00;0,00;0,00;180,00;3,34;1 080,00;883,00;28;190;25,1;Mendeley_Guangxi2022
275,00;0,00;0,00;0,00;173,00;3,85;1 074,00;878,00;28;200;30,9;Mendeley_Guangxi2022
330,00;0,00;0,00;0,00;165,00;4,95;1 086,00;819,00;28;195;36,85;Mendeley_Guangxi2022
360,00;0,00;0,00;0,00;162,00;5,40;1 089,00;789,00;28;195;42,65;Mendeley_Guangxi2022
373,00;0,00;42,00;0,00;170,00;8,30;944,00;871,00;28;220;43,25;Mendeley_Guangxi2022
251,00;0,00;28,00;0,00;195,00;5,58;1 002,00;924,00;28;195;24,85;Mendeley_Guangxi2022
251,00;0,00;28,00;0,00;195,00;5,58;1 002,00;924,00;28;200;24,85;Mendeley_Guangxi2022
270,00;0,00;30,00;0,00;180,00;6,00;1 018,00;902,00;28;200;30,95;Mendeley_Guangxi2022
315,00;0,00;35,00;0,00;175,00;7,00;1 012,00;863,00;28;200;35,7;Mendeley_Guangxi2022
354,00;0,00;39,00;0,00;165,00;7,86;1 013,00;829,00;28;200;44,35;Mendeley_Guangxi2022
373,00;0,00;42,00;0,00;170,00;8,30;944,00;871,00;28;220;42,25;Mendeley_Guangxi2022
251,00;0,00;28,00;0,00;195,00;5,58;1 002,00;924,00;28;195;23,15;Mendeley_Guangxi2022
251,00;0,00;28,00;0,00;195,00;5,58;1 002,00;924,00;28;200;23,15;Mendeley_Guangxi2022
270,00;0,00;30,00;0,00;180,00;6,00;1 018,00;902,00;28;200;29,75;Mendeley_Guangxi2022
315,00;0,00;35,00;0,00;175,00;7,00;1 012,00;863,00;28;200;34,55;Mendeley_Guangxi2022
354,00;0,00;39,00;0,00;165,00;7,86;1 013,00;829,00;28;200;41,15;Mendeley_Guangxi2022
373,00;0,00;42,00;0,00;170,00;8,30;944,00;871,00;28;220;41,15;Mendeley_Guangxi2022
251,00;0,00;28,00;0,00;195,00;5,58;1 002,00;924,00;28;195;23,3;Mendeley_Guangxi2022
251,00;0,00;28,00;0,00;195,00;5,58;1 002,00;924,00;28;200;23,3;Mendeley_Guangxi2022
315,00;0,00;35,00;0,00;175,00;7,00;1 012,00;863,00;28;200;34,85;Mendeley_Guangxi2022
354,00;0,00;39,00;0,00;165,00;7,86;1 013,00;829,00;28;200;41,6;Mendeley_Guangxi2022
373,00;0,00;42,00;0,00;170,00;8,30;944,00;871,00;28;220;43,3;Mendeley_Guangxi2022
251,00;0,00;28,00;0,00;195,00;5,58;1 002,00;924,00;28;195;24,1;Mendeley_Guangxi2022
251,00;0,00;28,00;0,00;195,00;5,58;1 002,00;924,00;28;200;24,1;Mendeley_Guangxi2022
270,00;0,00;30,00;0,00;180,00;6,00;1 018,00;902,00;28;200;30,45;Mendeley_Guangxi2022
315,00;0,00;35,00;0,00;175,00;7,00;1 012,00;863,00;28;200;37,1;Mendeley_Guangxi2022
354,00;0,00;39,00;0,00;165,00;7,86;1 013,00;829,00;28;200;43,25;Mendeley_Guangxi2022
251,00;0,00;28,00;0,00;195,00;12,56;1 002,00;924,00;28;200;23,05;Mendeley_Guangxi2022
424,00;0,00;47,00;0,00;160,00;8,48;1 026,00;743,00;28;200;52,8;Mendeley_Guangxi2022
369,00;0,00;41,00;0,00;168,00;12,30;984,00;838,00;28;210;41,8;Mendeley_Guangxi2022
497,00;0,00;0,00;0,00;154,00;8,95;1 097,00;702,00;28;200;64,5;Mendeley_Guangxi2022
528,00;0,00;0,00;0,00;190,00;5,28;791,00;791,00;28;185;33,95;Mendeley_Guangxi2022
475,00;0,00;0,00;25,00;155,00;6,00;1 023,00;772,00;28;205;67,15;Mendeley_Guangxi2022
460,00;0,00;0,00;25,00;155,00;5,82;1 032,00;778,00;28;210;67,9;Mendeley_Guangxi2022
470,00;0,00;0,00;25,00;158,00;5,94;1 024,00;773,00;28;200;69,9;Mendeley_Guangxi2022
340,00;0,00;85,00;0,00;170,00;5,10;957,00;848,00;28;210;43,25;Mendeley_Guangxi2022
206,00;0,00;69,00;0,00;165,00;2,75;980,00;980,00;28;190;22,55;Mendeley_Guangxi2022
225,00;0,00;75,00;0,00;165,00;3,00;967,00;968,00;28;190;28;Mendeley_Guangxi2022
257,00;0,00;73,00;0,00;165,00;3,30;1 010,00;895,00;28;195;33,95;Mendeley_Guangxi2022
276,00;0,00;78,00;0,00;170,00;3,54;994,00;882,00;28;185;38,85;Mendeley_Guangxi2022
366,00;0,00;70,00;0,00;170,00;4,36;933,00;861,00;28;195;43,9;Mendeley_Guangxi2022
424,00;0,00;47,00;0,00;165,00;5,65;1 005,00;759,00;28;195;51,95;Mendeley_Guangxi2022
462,00;0,00;57,00;0,00;161,00;6,23;1 009,00;761,00;28;195;62,3;Mendeley_Guangxi2022
234,00;0,00;41,00;0,00;165,00;2,75;980,00;980,00;28;180;22,85;Mendeley_Guangxi2022
276,00;0,00;41,00;0,00;165,00;3,17;997,00;921,00;28;195;28,65;Mendeley_Guangxi2022
303,00;0,00;34,00;0,00;165,00;3,37;1 025,00;873,00;28;195;34,6;Mendeley_Guangxi2022
337,00;0,00;38,00;0,00;165,00;3,75;1 023,00;837,00;28;185;40;Mendeley_Guangxi2022
392,00;0,00;44,00;0,00;170,00;4,36;969,00;825,00;28;190;44,5;Mendeley_Guangxi2022
401,00;0,00;45,00;0,00;165,00;5,35;966,00;823,00;28;195;49,65;Mendeley_Guangxi2022
478,00;0,00;0,00;0,00;153,00;5,74;1 037,00;783,00;28;200;62,15;Mendeley_Guangxi2022
340,00;0,00;85,00;0,00;170,00;5,10;957,00;848,00;28;210;43,5;Mendeley_Guangxi2022
276,00;0,00;78,00;0,00;170,00;3,54;994,00;882,00;28;185;39,1;Mendeley_Guangxi2022
389,00;0,00;69,00;0,00;165,00;5,50;1 014,00;764,00;28;195;50;Mendeley_Guangxi2022
206,00;0,00;69,00;0,00;165,00;2,75;980,00;980,00;28;190;25;Mendeley_Guangxi2022
257,00;0,00;73,00;0,00;165,00;3,30;1 011,00;895,00;28;195;34,9;Mendeley_Guangxi2022
358,00;0,00;89,00;0,00;170,00;5,81;963,00;820,00;28;210;46,7;Mendeley_Guangxi2022
235,00;0,00;65,00;0,00;165,00;3,00;1 045,00;890,00;28;190;25,4;Mendeley_Guangxi2022
395,00;0,00;62,00;19,00;157,00;5,71;1 036,00;781,00;28;195;60,9;Mendeley_Guangxi2022
409,00;0,00;54,00;24,00;151,00;5,84;1 051,00;761,00;28;195;66,4;Mendeley_Guangxi2022
391,00;0,00;78,00;20,00;156,00;6,85;996,00;759,00;28;210;72,5;Mendeley_Guangxi2022
391,00;0,00;78,00;20,00;156,00;6,36;996,00;758,00;28;210;72,6;Mendeley_Guangxi2022
416,00;0,00;73,00;0,00;156,00;6,36;1 029,00;776,00;28;210;63,8;Mendeley_Guangxi2022
489,00;0,00;0,00;0,00;156,00;6,85;1 029,00;776,00;28;200;61,2;Mendeley_Guangxi2022
440,00;0,00;49,00;0,00;156,00;6,85;1 029,00;776,00;28;200;60,4;Mendeley_Guangxi2022
208,00;0,00;52,00;0,00;156,00;3,12;1 091,00;893,00;28;210;25,05;Mendeley_Guangxi2022
232,00;0,00;58,00;0,00;160,00;3,48;1 072,00;878,00;28;200;29,65;Mendeley_Guangxi2022
256,00;0,00;64,00;0,00;160,00;3,84;1 056,00;864,00;28;210;37,75;Mendeley_Guangxi2022
308,00;0,00;77,00;0,00;173,00;5,39;959,00;883,00;28;220;43,2;Mendeley_Guangxi2022
306,00;0,00;54,00;0,00;168,00;4,32;992,00;880,00;28;210;42,7;Mendeley_Guangxi2022
216,00;0,00;144,00;0,00;162,00;5,04;1 089,00;789,00;28;200;38,9;Mendeley_Guangxi2022
351,00;0,00;39,00;0,00;168,00;5,46;1 068,00;774,00;28;210;47,7;Mendeley_Guangxi2022
445,00;0,00;50,00;0,00;152,00;8,91;1 046,00;757,00;28;200;67,2;Mendeley_Guangxi2022
382,00;0,00;43,00;0,00;159,00;7,65;1 064,00;802,00;28;210;56,05;Mendeley_Guangxi2022
382,00;0,00;43,00;0,00;159,00;7,65;1 082,00;784,00;28;180;56,05;Mendeley_Guangxi2022
480,00;0,00;0,00;0,00;152,00;8,64;1 018,00;800,00;28;210;66,05;Mendeley_Guangxi2022
520,00;0,00;0,00;0,00;147,00;9,36;1 063,00;770,00;28;200;69,05;Mendeley_Guangxi2022
330,00;0,00;100,00;0,00;159,00;7,31;942,00;869,00;28;210;49;Mendeley_Guangxi2022
201,00;0,00;71,00;0,00;166,00;4,08;1 020,00;942,00;28;185;29;Mendeley_Guangxi2022
250,00;0,00;84,00;0,00;174,00;5,02;1 029,00;913,00;28;200;36,45;Mendeley_Guangxi2022
292,00;0,00;73,00;0,00;168,00;5,48;1 054,00;863,00;28;195;45,25;Mendeley_Guangxi2022
321,00;0,00;70,00;0,00;168,00;7,04;1 040,00;851,00;28;220;45,45;Mendeley_Guangxi2022
359,00;0,00;73,00;0,00;164,00;7,78;1 057,00;797,00;28;200;50,6;Mendeley_Guangxi2022
405,00;0,00;0,00;0,00;170,00;7,29;1 022,00;803,00;28;220;39,5;Mendeley_Guangxi2022
379,00;0,00;0,00;0,00;163,00;5,69;1 115,00;743,00;28;180;38,6;Mendeley_Guangxi2022
321,00;0,00;0,00;0,00;170,00;4,82;1 107,00;802,00;28;185;28,2;Mendeley_Guangxi2022
395,00;0,00;0,00;0,00;170,00;7,11;1 028,00;807,00;28;190;39,7;Mendeley_Guangxi2022
366,00;0,00;0,00;0,00;161,00;5,86;1 086,00;787,00;28;180;39,5;Mendeley_Guangxi2022
318,00;0,00;0,00;0,00;175,00;4,77;1 068,00;839,00;28;180;28;Mendeley_Guangxi2022
436,00;0,00;0,00;0,00;170,00;7,85;1 094,00;700,00;28;190;51,15;Mendeley_Guangxi2022
436,00;0,00;0,00;0,00;170,00;7,85;1 094,00;700,00;28;180;51,15;Mendeley_Guangxi2022
344,00;0,00;0,00;0,00;165,00;6,19;1 134,00;757,00;28;190;42,65;Mendeley_Guangxi2022
275,00;0,00;0,00;0,00;165,00;4,95;1 117,00;843,00;28;190;40,95;Mendeley_Guangxi2022
316,00;0,00;79,00;0,00;170,00;5,93;1 028,00;807,00;28;220;41,7;Mendeley_Guangxi2022
316,00;0,00;79,00;0,00;150,00;5,93;1 113,00;742,00;28;195;47,15;Mendeley_Guangxi2022
346,00;0,00;87,00;0,00;156,00;6,50;1 123,00;688,00;28;200;51,9;Mendeley_Guangxi2022
395,00;0,00;0,00;0,00;150,00;5,93;1 113,00;742,00;28;190;48,15;Mendeley_Guangxi2022
